id,name,address,prefecture,city,latitude,longitude,phone,business_hours,is_24h,has_vacuum,has_high_pressure,has_foam,has_wax,has_air_gun,base_price,payment_methods,google_place_id,rating,total_reviews,created_at,updated_at,location,has_auto_gate_nonbrush,has_non_brush,has_self_wash,has_auto_wash,has_mat_wash,url,notes,price_range,x_post_url,is_active,has_unlimited_water,description,google_rating,google_user_ratings_total,google_reviews
"0141717b-0499-4c42-99e9-8635f69ad760","セルフ洗車場 あらいぐーま","〒770-8021 徳島県徳島市雑賀町西開81-1","徳島県","徳島市",34.0703652,134.5549537,,"月: 07:00 - 21:00 火: 07:00 - 21:00 水: 09:00 - 21:00 木: 07:00 - 21:00 金: 07:00 - 21:00 土: 07:00 - 21:00 日: 07:00 - 21:00",false,false,true,false,false,false,,"","ChIJdcO4N84TUzURX3i-npUTxxo",,0,"2025-12-26T19:35:00.199772+00:00","2026-01-06T20:40:01.671171+00:00","0101000020E61000006A09432EC2D16040646314BA01094140",false,false,false,true,false,,"超高圧ジェットシステム搭載機あり。",,,true,false,"愛車をピカピカにするなら、徳島市の「セルフ洗車場 あらいぐーま」はどうだ？  利用者からは「車を大事にしたい人にオススメします。 私は普段丹精込めて手洗いしてて、コイン洗車は洗車キズが嫌でまずやりません。 でもどうしても時間がないときは、こちらの洗車機...」なんて声も上がっているみたいだぜ。（星5評価）  **門型自動洗車機**があるから、手軽にサッと汚れを落としたい時にも便利だ。  営業時間は不明だ。時間内に行ってくれよな！  ちなみに、超高圧ジェットシステム搭載機あり。 という情報もあるみたいだ。  週末の洗車はここに決まりだな！",3.8,4,"[object Object]|[object Object]|[object Object]|[object Object]"
"0290882c-d0cd-4be1-ada7-17cb16f20a09","洗車のジャバ 朝日町浜街道店","香川県高松市朝日町5-2-8","香川県","高松市",34.3470281,134.0723786,,"不明",false,false,true,false,false,false,,"","ChIJnSvOqp7sUzURsGFqFT8nzQA",,0,"2025-12-26T19:35:00.199772+00:00","2025-12-30T23:02:37.987725+00:00","0101000020E6100000C5FDECEC50C260408225B26A6B2C4140",false,true,false,false,false,"https://www.java-style.com/shop/asahimachi_hama/",,,,true,false,"おっ、ここは高松市にある「洗車のジャバ 朝日町浜街道店」だな！  利用者からは「全自動ノーブラシ洗車機が3台あります。 （一部稼働してないこともありますが…） コーティングをしてるのでノーブラシはありがたい☺️ 時々使っています。」なんて声も上がっているみたいだぜ。（星4評価）  なんと**ノンブラシ洗車機**があるんだ！ブラシ傷を気にせず、コーティング車も安心して洗えるぜ。  営業時間は不明だ。時間内に行ってくれよな！  愛車が綺麗になると気分も上がるよな！ぜひ行ってみてくれ！",3.3,132,"[object Object]|[object Object]|[object Object]|[object Object]|[object Object]"
"04285479-2b30-4a85-b8c7-1709adbb43dd","ENEOS 産業道路宇宿SS","〒890-0073 鹿児島県鹿児島市宇宿2丁目28-28","鹿児島県","鹿児島市",31.5437072,130.5356032,,"24時間",true,false,true,false,false,false,,"","ChIJjVED07hmPjURstLYAu7DPls",,0,"2025-12-26T19:35:00.199772+00:00","2026-01-06T20:31:31.925078+00:00","0101000020E6100000417452A92351604088992265308B3F40",false,false,true,true,false,,"手洗い洗車スペースあり、24時間営業。",,,true,false,"おっ、ここは鹿児島市にある「ENEOS 産業道路宇宿SS」だな！  利用者からは「週末になるとよくガソリンを満タンにしに行きます。20ℓ以上給油をすると同じ敷地内にあるセブンイレブンで引き換えられる当たり券が当たったりします。基本的には、緑茶...」なんて声も上がっているみたいだぜ。（星4評価）  **高圧洗浄機完備**のセルフ洗車スペースがあるから、自分の手で納得いくまで綺麗にできるな。 **門型自動洗車機**があるから、手軽にサッと汚れを落としたい時にも便利だ。  しかも**24時間営業**！深夜のドライブついでや、早朝の空いている時間にゆっくり洗車できるのは最高だよな。  ちなみに、手洗い洗車スペースあり、24時間営業。 という情報もあるみたいだ。  近くに行ったら寄ってみてくれよな！",3.6,118,"[object Object]|[object Object]|[object Object]|[object Object]|[object Object]"
"0678f89f-cb67-4f9f-955f-6ed97b058d4a","コイン洗車場HAKU","岡山県倉敷市連島2-9","岡山県","倉敷市",34.5494205,133.7374496,,"月: 07:00 - 22:00 火: 07:00 - 22:00 水: 07:00 - 22:00 木: 07:00 - 22:00 金: 07:00 - 22:00 土: 07:00 - 22:00 日: 07:00 - 22:00",false,false,true,false,false,false,,"","ChIJ9YsUMcFZUTURa85ZCDuIfX8",,0,"2025-12-26T19:35:00.199772+00:00","2026-01-06T20:40:01.958679+00:00","0101000020E6100000584EE72F99B7604040A0336953464140",false,false,true,true,false,,"管理が行き届いた綺麗な洗車場。",,,true,false,"おっ、ここは倉敷市にある「コイン洗車場HAKU」だな！  利用者からは「清潔でサービスも充実、洗車や拭きあげスペースも広く、少し遠いですがよく利用させてもらっています。 ときに先日(4/13)に利用した際に、青いボトルのカーシャンプ...」なんて声も上がっているみたいだぜ。（星5評価）  **高圧洗浄機完備**のセルフ洗車スペースがあるから、自分の手で納得いくまで綺麗にできるな。 **門型自動洗車機**があるから、手軽にサッと汚れを落としたい時にも便利だ。  営業時間は不明だ。時間内に行ってくれよな！  ちなみに、管理が行き届いた綺麗な洗車場。 という情報もあるみたいだ。  近くに行ったら寄ってみてくれよな！",4.2,137,"[object Object]|[object Object]|[object Object]|[object Object]|[object Object]"
"0684f591-e316-4452-885e-e589dca08fb2","飯田アクセル松尾洗車場","長野県飯田市松尾明7410-2 ※付近","長野県","飯田市",35.5179896,137.8222039,,"月: 06:00 - 22:00 火: 06:00 - 22:00 水: 06:00 - 22:00 木: 06:00 - 22:00 金: 06:00 - 22:00 土: 06:00 - 22:00 日: 06:00 - 22:00",false,false,true,false,false,false,,"","ChIJb2VlF-ibHGARr2ej-e960TU",,0,"2025-12-26T19:35:00.199772+00:00","2026-01-06T20:40:02.080519+00:00","0101000020E610000099A48D7E4F3A614085D5B37B4DC24140",false,true,false,false,false,,"ノンブラシ洗車機設置。",,,true,false,"愛車をピカピカにするなら、飯田市の「飯田アクセル松尾洗車場」はどうだ？  利用者からは「近所のガソリンスタンドの洗車機はいつも順番待ちなので、 穴場的なここをよく利用してます ノンブラシ洗車機を使いますが たまに使えない時もあるのが残念」なんて声も上がっているみたいだぜ。（星4評価）  なんと**ノンブラシ洗車機**があるんだ！ブラシ傷を気にせず、コーティング車も安心して洗えるぜ。  営業時間は不明だ。時間内に行ってくれよな！  ちなみに、ノンブラシ洗車機設置。 という情報もあるみたいだ。  洗車ライフを楽しんでくれよな！",3.4,20,"[object Object]|[object Object]|[object Object]|[object Object]|[object Object]"
"06b4487a-280e-49cb-8dd4-1f9132b9aa47","D-Wash コジマ×ビックカメラ熊谷店","〒360-0816 埼玉県熊谷市石原484","埼玉県","熊谷市",36.1471963,139.3889796,,"月: 06:00 - 23:00 火: 06:00 - 23:00 水: 06:00 - 23:00 木: 06:00 - 23:00 金: 06:00 - 23:00 土: 06:00 - 23:00 日: 06:00 - 23:00",false,false,true,false,false,false,,"","ChIJsWQpWWcpH2ARHgjHpFeu5N8",,0,"2025-12-26T19:35:00.199772+00:00","2026-01-06T20:40:02.192873+00:00","0101000020E6100000F5995885726C6140CD4B0F54D7124240",false,false,false,false,false,"https://dh-parking.co.jp/","純水洗車",,,true,false,"噂の洗車場、「D-Wash コジマ×ビックカメラ熊谷店」を紹介するぜ！場所は熊谷市だ。  利用者からは「本庄の方と比べてしまうと多少見劣りしてしまうかもしれないが、問題なく使えます。 エアブロー、高圧洗浄機、掃除機、バケツと装備は充実しており手ぶら洗車とは行かない...」なんて声も上がっているみたいだぜ。（星4評価）  基本的な設備はしっかり揃っているみたいだぜ。  営業時間は不明だ。時間内に行ってくれよな！  愛車が綺麗になると気分も上がるよな！ぜひ行ってみてくれ！",3.7,22,"[object Object]|[object Object]|[object Object]|[object Object]|[object Object]"
"0752c08f-13ad-4f74-bea0-982f72f2d9d3","りんくうコイン洗車場","〒479-0839 愛知県常滑市多屋町3丁目3-1","愛知県","常滑市",34.8866414,136.8323482,,"月: 05:30 - 24:00 火: 05:30 - 24:00 水: 05:30 - 24:00 木: 05:30 - 24:00 金: 05:30 - 24:00 土: 05:30 - 24:00 日: 05:30 - 24:00",false,false,true,false,false,false,,"","ChIJ83sJuA2BBGARTBhIO0D8o1Y",,0,"2025-12-26T19:35:00.199772+00:00","2026-01-06T20:40:02.408193+00:00","0101000020E61000004E3CB198A21A6140CC2324777D714140",false,false,true,false,false,,"全国リサーチ追加 (首都圏・東海編)",,,true,false,"おっ、ここは常滑市にある「りんくうコイン洗車場」だな！  利用者からは「こちらの施設は洗車場にコインランドリーが併設されています。洗車場は24時間営業で、コインランドリーは深夜には閉まります。 洗車場は、門型洗車機2台と高圧洗浄スプ...」なんて声も上がっているみたいだぜ。（星4評価）  **高圧洗浄機完備**のセルフ洗車スペースがあるから、自分の手で納得いくまで綺麗にできるな。  営業時間は不明だ。時間内に行ってくれよな！  ちなみに、全国リサーチ追加 (首都圏・東海編) という情報もあるみたいだ。  洗車ライフを楽しんでくれよな！",3.8,68,"[object Object]|[object Object]|[object Object]|[object Object]|[object Object]"
"07c7bb88-1174-4702-8de8-df1de22959eb","ドルフィンパーク洗車場","東京都世田谷区北烏山5-23-19","東京都","世田谷区",35.6760662,139.5870529,,"月: 07:00 - 21:00 火: 07:00 - 21:00 水: 07:00 - 21:00 木: 07:00 - 21:00 金: 07:00 - 21:00 土: 07:00 - 21:00 日: 07:00 - 21:00",false,true,true,false,false,false,,"",,,0,"2025-12-26T19:35:00.199772+00:00","2026-01-06T20:40:02.522983+00:00","0101000020E6100000B4D02923C97261402B77555689D64140",false,true,true,false,false,,"ノンブラシ洗車機完備。拭き上げスペース10台分。",,,true,false,"愛車をピカピカにするなら、世田谷区の「ドルフィンパーク洗車場」はどうだ？  なんと**ノンブラシ洗車機**があるんだ！ブラシ傷を気にせず、コーティング車も安心して洗えるぜ。 **高圧洗浄機完備**のセルフ洗車スペースがあるから、自分の手で納得いくまで綺麗にできるな。 掃除機もあるから、車内のゴミも一掃できるぞ。  営業時間は7:00 - 21:00だ。時間内に行ってくれよな！  ちなみに、ノンブラシ洗車機完備。拭き上げスペース10台分。 という情報もあるみたいだ。  週末の洗車はここに決まりだな！",,,
"0a019f4d-2a82-43b8-8019-25a73404396e","洗車のジャバ 西成岸里店","大阪府大阪市西成区岸里2-6","大阪府","大阪市",34.6334308,135.4954394,,"月: 05:00 - 24:00 火: 05:00 - 24:00 水: 05:00 - 24:00 木: 05:00 - 24:00 金: 05:00 - 24:00 土: 05:00 - 24:00 日: 05:00 - 24:00",false,false,true,false,false,false,,"","ChIJAQAXa5rdAGAR06YL8dFdV0U",,0,"2025-12-26T19:35:00.199772+00:00","2026-01-06T20:40:02.642129+00:00","0101000020E6100000CC84BAA3DAEF6040BA23AD4214514140",false,true,false,false,false,"https://www.java-style.com/shop/nishinari-kishinosato/",,,,true,false,"愛車をピカピカにするなら、大阪市の「洗車のジャバ 西成岸里店」はどうだ？  利用者からは「セルフ洗車機を使っていますが、とても便利で空間も広くて、洗車店は高架橋の下にあるので、日焼けや雨の心配はありません。セルフ洗車機を使えば、洗って隣の広い乾燥所に...」なんて声も上がっているみたいだぜ。（星5評価）  なんと**ノンブラシ洗車機**があるんだ！ブラシ傷を気にせず、コーティング車も安心して洗えるぜ。  営業時間は不明だ。時間内に行ってくれよな！  洗車ライフを楽しんでくれよな！",3.6,103,"[object Object]|[object Object]|[object Object]|[object Object]|[object Object]"
"0a4dcf8b-4634-41e6-a0cc-b1641aa91266","Whitepit 尼崎玉江橋店","兵庫県尼崎市東難波町5-31-8","兵庫県","尼崎市",34.7212017,135.4183729,,"24時間",true,true,true,false,false,false,,"",,,0,"2025-12-26T19:35:00.199772+00:00","2025-12-30T23:02:39.559034+00:00","0101000020E61000000C61904F63ED6040E9A85956505C4140",false,false,true,false,false,"https://whitepit.jp/","時間制セルフ洗車場。高圧洗浄機、純水器など設備充実。",,,true,false,"愛車をピカピカにするなら、尼崎市の「Whitepit 尼崎玉江橋店」はどうだ？  **高圧洗浄機完備**のセルフ洗車スペースがあるから、自分の手で納得いくまで綺麗にできるな。 掃除機もあるから、車内のゴミも一掃できるぞ。  しかも**24時間営業**！深夜のドライブついでや、早朝の空いている時間にゆっくり洗車できるのは最高だよな。  ちなみに、時間制セルフ洗車場。高圧洗浄機、純水器など設備充実。 という情報もあるみたいだ。  愛車が綺麗になると気分も上がるよな！ぜひ行ってみてくれ！",,,
